"Contaminant","Authorization","Limit","Amount.Released","url","regulated_entity_name","physical_location","rn_number","city","county","event_type","event_began_date","event_began_time","based_on","event_ended_date","event_ended_time","cause","action_taken","emissions_estimation_method","potential_duplicate"
"Butane","SOP O-3120","25.0 TONS/YR","58.8 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Carbon Monoxide","SOP O-3120","250.0 TONS/YR","3097.61 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Cyclohexane","SOP O-3120","10.0 TONS/YR","0.53 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Heptane (or n-)","SOP O-3120","25.0 TONS/YR","3.11 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Hexane","SOP O-3120","25.0 TONS/YR","5.88 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Nitrogen Oxides","SOP O-3120","250.0 TONS/YR","1551.62 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Octane","SOP O-3120","25.0 TONS/YR","1.42 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Pentane","SOP O-3120","25.0 TONS/YR","19.26 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Propane","SOP O-3120","25.0 TONS/YR","221.43 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Toluene","SOP O-3120","10.0 TONS/YR","0.57 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Butane","SOP O-3120","25.0 TONS/YR","77.49 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Carbon Monoxide","SOP O-3120","250.0 TONS/YR","4082.36 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Cyclohexane","SOP O-3120","10.0 TONS/YR","0.7 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Heptane (or n-)","SOP O-3120","25.0 TONS/YR","4.1 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
"Hexane","SOP O-3120","25.0 TONS/YR","7.75 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266018","MIDKIFF GAS PLANT","FROM FM 3095 AND FM 2401 IN MIDKIFF E 4.25 MI ON FM 2401 TO PLANT ENTRANCE","RN100215714","MIDKIFF"," REAGAN","EMISSIONS EVENT",2017-08-22,"7:15AM","FINAL REPORT","08/22/2017","
		3:40PM
","An unexpected slippage of moisture from the molecular sieve beds to the cryogenic process caused a freeze up and the need to shut down the plant to thaw the moisture.  This directed inlet gas and residue gas to the EPNs C-1 Flare, Consolidator Flare and the B-Plant Flare.","The plant was brought back online when the moisture was thawed ending the emission event. Inlet gas was routed to other plants as possible to minimize the event. All activities were performed as quick as possible allowing for safety.","Step 1:For each gas component, calculate Net Molecular Weight (MW):Net MW (lb/lb-mole) =Mole % of Component/100 x MW of ComponentExample using propane:Net MW = 8.7522/100 x 44.10 lb/lb-mole = 3.86 lb/lb-mole ",FALSE
